time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,
457.5,35146,35143,35149,35165,35163,35097,35164,35166,35166,35162,35165,35165,35165,35167,35158,35147
457.6,35146,35143,35149,35165,35163,35096,35163,35166,35165,35162,35166,35165,35166,35167,35157,35146
457.7,35146,35143,35148,35164,35163,35096,35163,35166,35165,35163,35166,35165,35165,35166,35157,35146
457.8,35146,35143,35150,35165,35163,35097,35164,35166,35165,35163,35165,35166,35166,35167,35157,35147
457.9,35146,35143,35149,35165,35164,35097,35165,35166,35166,35163,35166,35165,35165,35167,35158,35147
458,35146,35143,35149,35165,35163,35097,35165,35166,35165,35162,35166,35166,35166,35166,35157,35147
458.1,35146,35142,35150,35165,35163,35096,35164,35165,35165,35162,35165,35165,35166,35167,35158,35146
458.2,35145,35142,35149,35165,35163,35096,35163,35165,35164,35162,35167,35165,35165,35166,35157,35146
458.3,35146,35143,35149,35165,35164,35096,35164,35165,35164,35162,35166,35165,35165,35167,35157,35146
458.4,35146,35143,35150,35165,35163,35097,35164,35166,35165,35162,35166,35166,35165,35167,35157,35147
458.5,35146,35143,35149,35165,35163,35096,35164,35165,35165,35163,35166,35166,35166,35167,35158,35146
458.6,35146,35142,35150,35166,35164,35096,35164,35166,35165,35162,35167,35166,35165,35166,35158,35146
458.7,35146,35142,35149,35165,35163,35097,35164,35166,35166,35163,35166,35166,35165,35166,35157,35147
458.8,35146,35142,35149,35165,35163,35097,35165,35166,35166,35162,35165,35165,35165,35167,35158,35147
458.9,35145,35143,35149,35165,35164,35097,35165,35167,35166,35163,35166,35165,35166,35167,35158,35147
459,35145,35142,35149,35165,35163,35097,35164,35166,35165,35162,35166,35167,35166,35167,35158,35147
459.1,35145,35143,35149,35165,35163,35096,35164,35165,35165,35162,35165,35165,35165,35166,35157,35146
459.2,35146,35143,35149,35165,35164,35097,35163,35166,35166,35163,35166,35166,35165,35166,35157,35147
459.3,35146,35142,35150,35165,35163,35096,35163,35165,35165,35163,35166,35165,35165,35167,35157,35146
459.4,35146,35143,35150,35165,35163,35097,35164,35166,35166,35164,35165,35165,35165,35167,35158,35147
459.5,35146,35142,35148,35163,35163,35096,35162,35165,35163,35161,35162,35165,35164,35166,35157,35146
459.6,35146,35143,35148,35163,35162,35097,35163,35164,35162,35161,35161,35163,35163,35164,35156,35147
459.7,35145,35142,35147,35163,35162,35096,35162,35164,35162,35160,35161,35164,35163,35165,35157,35146
459.8,35146,35143,35147,35163,35161,35097,35162,35164,35162,35160,35162,35164,35163,35164,35154,35147
459.9,35145,35143,35147,35162,35161,35096,35162,35164,35162,35160,35161,35162,35161,35164,35155,35146
460,35146,35143,35147,35162,35161,35096,35161,35162,35161,35160,35161,35163,35163,35164,35155,35146
460.1,35146,35144,35146,35162,35160,35096,35161,35163,35161,35160,35162,35164,35162,35164,35154,35146
460.2,35145,35143,35146,35161,35161,35097,35161,35163,35162,35160,35161,35164,35163,35164,35154,35147
460.3,35146,35143,35146,35162,35160,35097,35161,35163,35161,35159,35160,35163,35163,35163,35154,35147
460.4,35145,35143,35146,35162,35160,35097,35161,35162,35160,35159,35159,35163,35162,35164,35155,35147
460.5,35145,35142,35146,35161,35160,35095,35160,35162,35160,35159,35160,35163,35162,35164,35154,35145
460.6,35146,35143,35145,35162,35160,35098,35161,35163,35161,35159,35159,35161,35162,35163,35154,35148
460.7,35146,35143,35146,35161,35159,35097,35160,35162,35160,35159,35159,35162,35162,35163,35154,35147
460.8,35145,35142,35145,35161,35160,35097,35160,35163,35160,35159,35159,35161,35161,35163,35154,35147
460.9,35146,35142,35146,35161,35160,35096,35160,35162,35161,35159,35160,35162,35162,35164,35154,35146
461,35145,35142,35145,35161,35160,35096,35159,35162,35160,35159,35160,35162,35161,35162,35153,35146
461.1,35145,35142,35145,35160,35159,35096,35160,35161,35159,35158,35160,35162,35161,35163,35154,35146
461.2,35145,35142,35145,35161,35159,35096,35159,35162,35160,35158,35159,35162,35162,35162,35153,35146
461.3,35145,35142,35145,35160,35159,35096,35159,35162,35159,35159,35159,35161,35161,35163,35153,35146
461.4,35146,35143,35144,35160,35159,35096,35159,35161,35159,35158,35159,35162,35160,35163,35153,35146
461.5,35145,35143,35145,35160,35158,35096,35159,35161,35160,35158,35159,35160,35161,35163,35154,35146
461.6,35145,35143,35145,35160,35159,35097,35159,35162,35158,35158,35159,35161,35161,35162,35153,35147
461.7,35145,35143,35144,35160,35159,35097,35159,35161,35160,35158,35158,35160,35160,35161,35153,35147
461.8,35145,35142,35144,35160,35158,35096,35159,35160,35159,35158,35158,35160,35160,35162,35153,35146
461.9,35145,35143,35144,35160,35158,35096,35158,35161,35159,35158,35158,35161,35161,35163,35153,35146
462,35146,35143,35145,35160,35158,35097,35159,35161,35159,35159,35159,35161,35161,35162,35153,35147
462.1,35146,35143,35145,35160,35159,35096,35157,35161,35159,35157,35159,35161,35161,35162,35153,35146
462.2,35146,35143,35144,35160,35158,35097,35158,35161,35159,35157,35158,35160,35160,35161,35153,35147
462.3,35146,35143,35144,35160,35158,35097,35158,35161,35158,35157,35159,35161,35161,35162,35153,35147
462.4,35145,35143,35144,35159,35158,35096,35158,35160,35158,35157,35158,35160,35160,35161,35152,35146
462.5,35146,35143,35145,35160,35159,35096,35159,35161,35159,35158,35159,35161,35160,35161,35153,35146
462.6,35146,35143,35144,35160,35159,35096,35158,35161,35158,35157,35158,35161,35160,35162,35153,35146
462.7,35146,35143,35144,35159,35158,35097,35158,35160,35159,35158,35157,35159,35160,35161,35152,35147
462.8,35145,35143,35145,35160,35158,35097,35158,35160,35158,35157,35157,35159,35160,35161,35152,35147
462.9,35146,35143,35144,35159,35158,35096,35159,35160,35158,35157,35155,35159,35160,35161,35153,35146
463,35146,35142,35143,35159,35158,35097,35158,35161,35159,35157,35158,35160,35160,35161,35152,35147
463.1,35146,35143,35144,35159,35158,35097,35158,35161,35158,35158,35158,35160,35160,35161,35152,35147
463.2,35146,35143,35144,35159,35158,35097,35159,35161,35158,35157,35157,35159,35160,35161,35153,35147
463.3,35146,35143,35144,35159,35157,35097,35158,35160,35158,35157,35158,35159,35160,35161,35152,35147
463.4,35146,35143,35144,35159,35157,35096,35158,35160,35159,35158,35157,35160,35160,35161,35152,35146
463.5,35146,35142,35143,35159,35157,35096,35158,35160,35159,35157,35156,35159,35160,35160,35151,35146
463.6,35146,35142,35144,35159,35158,35096,35158,35160,35158,35158,35158,35160,35159,35161,35151,35146
463.7,35145,35143,35143,35159,35157,35097,35158,35159,35158,35157,35157,35159,35160,35161,35152,35147
463.8,35146,35143,35144,35159,35157,35097,35158,35160,35158,35156,35157,35159,35159,35161,35152,35147
463.9,35146,35142,35142,35158,35157,35097,35158,35160,35158,35157,35157,35160,35160,35161,35151,35147
464,35146,35142,35143,35159,35157,35096,35158,35160,35158,35157,35157,35159,35159,35161,35152,35146
464.1,35145,35142,35142,35159,35157,35097,35157,35160,35158,35157,35157,35160,35159,35161,35152,35147
464.2,35146,35143,35142,35158,35157,35096,35158,35160,35157,35155,35157,35159,35159,35161,35151,35146
464.3,35146,35143,35143,35159,35157,35097,35158,35159,35158,35156,35156,35159,35159,35161,35151,35147
464.4,35146,35143,35143,35159,35157,35096,35157,35158,35158,35157,35156,35160,35159,35160,35151,35146
464.5,35146,35143,35142,35158,35157,35097,35157,35160,35158,35156,35157,35160,35160,35161,35152,35147
464.6,35147,35143,35143,35158,35157,35097,35157,35160,35157,35156,35157,35158,35159,35160,35151,35147
464.7,35146,35143,35143,35159,35157,35096,35157,35159,35158,35157,35157,35160,35159,35160,35151,35146
464.8,35146,35142,35142,35157,35156,35096,35156,35158,35157,35156,35158,35160,35160,35161,35151,35146
464.9,35146,35143,35142,35159,35156,35096,35157,35160,35158,35156,35158,35159,35159,35161,35151,35146
465,35146,35143,35142,35158,35156,35097,35157,35159,35157,35156,35157,35159,35159,35161,35151,35147
465.1,35146,35143,35142,35158,35157,35097,35158,35159,35157,35156,35157,35159,35159,35159,35151,35147
465.2,35146,35142,35142,35158,35156,35096,35157,35159,35158,35157,35157,35159,35159,35160,35151,35146
465.3,35147,35143,35143,35158,35157,35095,35156,35158,35156,35155,35157,35159,35159,35160,35151,35145
465.4,35146,35143,35142,35157,35156,35097,35157,35159,35158,35157,35157,35160,35159,35160,35151,35147
465.5,35146,35143,35142,35158,35156,35097,35157,35159,35157,35156,35157,35160,35159,35160,35151,35147
465.6,35146,35143,35142,35158,35157,35097,35157,35159,35157,35156,35157,35158,35158,35159,35150,35147
465.7,35146,35142,35142,35158,35156,35097,35157,35159,35156,35156,35156,35159,35159,35160,35151,35147
465.8,35146,35142,35142,35158,35156,35096,35157,35158,35157,35156,35156,35159,35159,35160,35150,35146
465.9,35146,35142,35142,35158,35156,35097,35156,35158,35156,35155,35155,35159,35158,35160,35150,35147
466,35146,35143,35142,35157,35156,35096,35157,35158,35156,35155,35156,35159,35158,35159,35150,35146
466.1,35147,35142,35142,35157,35156,35097,35157,35159,35157,35156,35157,35159,35158,35160,35151,35147
466.2,35146,35143,35142,35157,35156,35096,35156,35158,35157,35156,35157,35159,35158,35161,35151,35146
466.3,35146,35143,35141,35157,35156,35096,35156,35159,35156,35155,35155,35159,35157,35159,35150,35146
466.4,35146,35143,35142,35157,35156,35096,35156,35159,35157,35156,35155,35158,35158,35159,35150,35146
466.5,35146,35143,35141,35157,35156,35097,35157,35158,35157,35156,35156,35159,35158,35159,35150,35147
466.6,35146,35142,35141,35157,35156,35096,35157,35158,35156,35155,35157,35158,35158,35159,35150,35146
466.7,35146,35142,35142,35157,35156,35097,35157,35159,35158,35155,35155,35158,35158,35160,35149,35147
466.8,35146,35142,35142,35157,35157,35096,35158,35159,35156,35155,35156,35159,35158,35159,35150,35146
466.9,35146,35143,35141,35157,35156,35098,35157,35159,35157,35155,35156,35157,35158,35160,35150,35148
467,35145,35143,35141,35157,35156,35096,35157,35158,35157,35156,35156,35158,35158,35160,35150,35146
467.1,35147,35143,35141,35157,35155,35096,35157,35158,35157,35155,35155,35158,35158,35159,35150,35146
467.2,35146,35142,35141,35157,35156,35096,35157,35159,35156,35155,35156,35158,35158,35159,35150,35146
467.3,35145,35142,35141,35157,35156,35096,35157,35159,35157,35156,35155,35157,35158,35159,35150,35146
467.4,35147,35143,35142,35157,35156,35098,35157,35159,35156,35155,35155,35157,35158,35160,35150,35148
467.5,35146,35142,35141,35157,35156,35097,35158,35159,35157,35155,35155,35158,35157,35159,35150,35147
467.6,35146,35142,35142,35158,35156,35096,35156,35159,35156,35155,35156,35158,35158,35159,35149,35146
467.7,35146,35143,35142,35157,35155,35097,35156,35158,35156,35155,35157,35158,35159,35160,35150,35147
467.8,35146,35143,35141,35157,35156,35096,35156,35159,35157,35154,35156,35158,35158,35159,35150,35146
467.9,35146,35143,35142,35157,35156,35097,35157,35159,35155,35155,35155,35157,35157,35159,35150,35147
468,35146,35143,35141,35157,35156,35096,35156,35158,35156,35155,35156,35158,35157,35159,35150,35146
468.1,35147,35142,35142,35156,35155,35097,35156,35158,35156,35156,35156,35158,35157,35158,35149,35147
468.2,35146,35142,35141,35157,35155,35096,35156,35158,35156,35155,35154,35158,35158,35159,35149,35146
468.3,35146,35143,35141,35157,35156,35096,35155,35157,35155,35154,35155,35157,35157,35159,35149,35146
468.4,35147,35143,35141,35157,35156,35097,35156,35158,35155,35154,35155,35157,35157,35158,35150,35147
468.5,35146,35142,35141,35156,35155,35097,35156,35158,35156,35155,35154,35157,35157,35159,35149,35147
468.6,35146,35142,35141,35156,35155,35096,35156,35158,35157,35156,35155,35157,35157,35158,35149,35146
468.7,35146,35143,35141,35157,35155,35096,35155,35157,35156,35155,35156,35157,35157,35159,35148,35146
468.8,35146,35143,35141,35156,35155,35096,35156,35157,35155,35154,35155,35157,35157,35158,35149,35146
468.9,35147,35143,35140,35156,35155,35096,35156,35158,35156,35154,35155,35156,35157,35159,35149,35146
469,35146,35143,35141,35156,35155,35096,35156,35158,35156,35155,35155,35157,35157,35158,35148,35146
469.1,35146,35143,35141,35156,35155,35096,35156,35157,35156,35154,35156,35157,35157,35159,35149,35146
469.2,35146,35143,35140,35156,35155,35098,35156,35158,35156,35155,35156,35157,35157,35158,35148,35148
469.3,35146,35143,35141,35156,35155,35096,35155,35158,35155,35154,35155,35157,35157,35158,35149,35146
469.4,35146,35142,35141,35156,35155,35096,35156,35158,35156,35155,35154,35157,35157,35158,35149,35146
469.5,35147,35143,35143,35158,35156,35096,35157,35159,35158,35156,35159,35158,35158,35159,35150,35146
469.6,35146,35143,35142,35158,35158,35097,35158,35159,35158,35156,35159,35159,35159,35161,35151,35147
469.7,35146,35143,35143,35158,35158,35096,35158,35160,35159,35156,35160,35160,35160,35161,35151,35146
469.8,35146,35142,35144,35160,35158,35096,35158,35160,35159,35157,35160,35160,35160,35161,35151,35146
469.9,35145,35143,35143,35159,35158,35097,35158,35160,35160,35158,35161,35161,35160,35161,35152,35147
470,35146,35142,35143,35159,35158,35097,35159,35161,35160,35158,35160,35159,35158,35161,35151,35147
470.1,35146,35143,35144,35160,35158,35097,35159,35161,35160,35157,35160,35160,35160,35161,35152,35147
470.2,35146,35143,35144,35161,35159,35097,35159,35161,35160,35157,35161,35160,35160,35162,35151,35147
470.3,35146,35143,35144,35159,35158,35096,35159,35161,35160,35157,35162,35161,35161,35162,35152,35146
470.4,35146,35142,35145,35160,35159,35096,35159,35161,35160,35158,35161,35160,35160,35161,35152,35146
470.5,35146,35143,35145,35161,35159,35096,35159,35161,35160,35158,35162,35161,35161,35162,35152,35146
470.6,35146,35143,35145,35161,35160,35097,35160,35161,35161,35158,35162,35160,35161,35162,35153,35147
470.7,35146,35143,35145,35160,35159,35097,35160,35162,35161,35158,35162,35161,35162,35162,35153,35147
470.8,35146,35143,35145,35160,35159,35098,35159,35162,35160,35158,35162,35162,35161,35163,35154,35148
470.9,35146,35143,35145,35161,35160,35096,35160,35161,35161,35158,35163,35162,35162,35163,35153,35146
471,35146,35142,35145,35161,35159,35097,35160,35162,35161,35158,35162,35162,35161,35163,35152,35147
471.1,35145,35143,35145,35161,35160,35097,35160,35161,35160,35159,35162,35161,35161,35163,35153,35147
471.2,35146,35143,35147,35161,35160,35096,35159,35162,35161,35159,35162,35162,35161,35162,35153,35146
471.3,35145,35143,35145,35160,35159,35097,35161,35163,35162,35159,35162,35162,35162,35163,35153,35147
471.4,35147,35143,35145,35161,35159,35097,35160,35162,35161,35158,35162,35162,35162,35163,35153,35147
471.5,35146,35143,35146,35161,35160,35096,35159,35162,35161,35158,35162,35162,35161,35162,35153,35146
471.6,35146,35142,35146,35161,35160,35097,35160,35162,35161,35159,35162,35162,35162,35163,35153,35147
471.7,35146,35143,35146,35162,35160,35097,35161,35162,35161,35159,35162,35161,35162,35163,35153,35147
471.8,35146,35143,35146,35162,35160,35096,35160,35162,35161,35159,35163,35163,35162,35164,35154,35146
471.9,35147,35143,35146,35162,35160,35096,35160,35162,35161,35159,35163,35162,35163,35163,35153,35146
472,35146,35143,35146,35161,35160,35095,35159,35162,35162,35159,35162,35162,35162,35163,35154,35145
472.1,35146,35143,35146,35162,35161,35097,35162,35163,35162,35159,35163,35163,35162,35164,35155,35147
472.2,35146,35143,35146,35161,35160,35097,35160,35163,35161,35159,35163,35162,35163,35163,35154,35147
472.3,35146,35142,35145,35161,35160,35097,35161,35163,35161,35159,35163,35162,35162,35164,35155,35147
472.4,35146,35143,35146,35162,35160,35096,35161,35163,35162,35159,35163,35162,35162,35163,35154,35146
472.5,35146,35143,35146,35162,35161,35097,35161,35162,35161,35159,35162,35162,35162,35164,35153,35147
472.6,35147,35143,35146,35162,35160,35096,35160,35162,35161,35159,35163,35163,35163,35163,35153,35146
472.7,35146,35142,35146,35162,35161,35096,35160,35163,35161,35159,35162,35162,35163,35164,35153,35146
472.8,35146,35142,35146,35162,35161,35097,35161,35163,35163,35160,35164,35162,35162,35164,35154,35147
472.9,35146,35143,35146,35162,35160,35096,35161,35162,35162,35159,35163,35163,35163,35164,35154,35146
473,35147,35143,35147,35163,35161,35096,35161,35162,35162,35159,35164,35163,35163,35164,35154,35146
473.1,35146,35143,35146,35162,35161,35096,35162,35164,35162,35160,35163,35163,35163,35164,35154,35146
473.2,35146,35142,35146,35162,35161,35096,35162,35163,35162,35159,35163,35162,35163,35164,35154,35146
473.3,35146,35144,35146,35163,35161,35096,35161,35163,35162,35160,35163,35163,35163,35164,35154,35146
473.4,35146,35142,35147,35163,35162,35096,35161,35164,35162,35159,35163,35163,35163,35164,35154,35146
473.5,35146,35142,35146,35162,35161,35097,35162,35164,35162,35159,35163,35162,35162,35164,35155,35147
473.6,35145,35141,35146,35162,35161,35096,35161,35163,35162,35160,35163,35164,35163,35164,35154,35146
473.7,35146,35142,35146,35162,35162,35096,35160,35163,35162,35160,35164,35164,35163,35165,35154,35146
473.8,35147,35143,35147,35163,35161,35097,35162,35164,35163,35160,35164,35164,35163,35164,35154,35147
473.9,35146,35143,35147,35162,35162,35096,35162,35164,35163,35160,35164,35164,35164,35165,35156,35146
474,35146,35143,35146,35162,35162,35097,35162,35163,35163,35160,35164,35163,35163,35164,35154,35147
474.1,35146,35143,35147,35163,35162,35096,35161,35164,35163,35161,35164,35163,35164,35165,35155,35146
474.2,35146,35143,35147,35163,35160,35096,35161,35163,35162,35160,35164,35163,35163,35164,35154,35146
474.3,35147,35143,35147,35163,35161,35096,35162,35164,35164,35160,35163,35164,35163,35164,35154,35146
474.4,35146,35143,35147,35162,35161,35096,35161,35163,35163,35160,35163,35163,35163,35164,35155,35146
474.5,35146,35143,35147,35163,35161,35097,35161,35164,35163,35160,35163,35163,35163,35164,35155,35147
474.6,35147,35143,35147,35163,35161,35096,35162,35164,35163,35160,35164,35163,35164,35164,35154,35146
474.7,35145,35142,35147,35163,35162,35096,35161,35163,35162,35160,35164,35164,35164,35165,35155,35146
474.8,35146,35142,35146,35162,35162,35097,35163,35165,35163,35161,35165,35163,35164,35164,35154,35147
474.9,35147,35143,35148,35163,35162,35097,35162,35165,35164,35160,35163,35164,35164,35165,35155,35147
475,35146,35143,35147,35163,35161,35097,35162,35164,35163,35160,35164,35164,35163,35165,35155,35147
475.1,35146,35143,35147,35162,35162,35096,35162,35164,35164,35161,35164,35163,35164,35165,35155,35146
475.2,35146,35143,35147,35163,35161,35096,35162,35165,35164,35161,35164,35164,35164,35165,35155,35146
475.3,35146,35143,35147,35164,35161,35096,35162,35164,35163,35160,35164,35164,35164,35165,35156,35146
475.4,35146,35142,35147,35163,35162,35097,35162,35163,35163,35160,35165,35164,35164,35165,35155,35147
475.5,35147,35143,35147,35163,35161,35098,35163,35165,35164,35161,35164,35164,35164,35164,35155,35148
475.6,35146,35143,35147,35164,35162,35097,35163,35164,35163,35160,35164,35164,35164,35165,35155,35147
475.7,35147,35144,35148,35163,35162,35097,35162,35164,35163,35160,35165,35164,35164,35165,35155,35147
475.8,35147,35143,35148,35164,35162,35096,35162,35165,35164,35161,35165,35164,35164,35165,35155,35146
475.9,35146,35142,35147,35163,35163,35097,35163,35165,35165,35161,35163,35164,35164,35165,35155,35147
476,35146,35142,35147,35162,35161,35096,35162,35163,35163,35161,35164,35164,35164,35164,35156,35146
476.1,35147,35142,35148,35163,35162,35097,35162,35165,35164,35162,35164,35165,35165,35165,35156,35147
476.2,35148,35144,35148,35164,35162,35098,35163,35165,35164,35161,35164,35163,35164,35165,35156,35148
476.3,35146,35142,35148,35163,35162,35097,35162,35164,35163,35161,35164,35164,35163,35165,35155,35147
476.4,35146,35143,35148,35163,35163,35097,35162,35165,35164,35161,35165,35165,35165,35166,35155,35147
476.5,35147,35142,35147,35163,35162,35097,35163,35164,35164,35161,35164,35164,35165,35165,35155,35147
476.6,35146,35143,35148,35163,35162,35096,35162,35165,35164,35161,35164,35165,35163,35164,35155,35146
476.7,35147,35143,35148,35163,35162,35097,35163,35165,35164,35162,35164,35164,35165,35166,35156,35147
476.8,35146,35143,35147,35163,35162,35097,35163,35166,35165,35161,35165,35164,35165,35166,35156,35147
476.9,35147,35143,35148,35164,35162,35096,35162,35165,35164,35161,35163,35164,35164,35167,35156,35146
477,35147,35143,35148,35164,35162,35097,35163,35165,35164,35161,35164,35164,35165,35165,35156,35147
477.1,35146,35142,35147,35164,35162,35096,35163,35164,35164,35161,35165,35164,35164,35166,35156,35146
477.2,35147,35143,35148,35164,35163,35097,35164,35165,35164,35161,35165,35165,35164,35166,35156,35147
477.3,35146,35142,35148,35164,35163,35096,35162,35164,35164,35161,35164,35164,35164,35165,35156,35146
477.4,35147,35143,35149,35163,35163,35097,35163,35165,35164,35162,35165,35164,35164,35165,35157,35147
477.5,35146,35143,35148,35163,35162,35097,35162,35165,35164,35161,35165,35164,35164,35165,35156,35147
477.6,35146,35143,35148,35163,35163,35097,35162,35165,35165,35161,35163,35165,35165,35164,35157,35147
477.7,35146,35143,35148,35164,35163,35096,35163,35165,35164,35162,35165,35164,35165,35165,35155,35146
477.8,35146,35142,35148,35164,35162,35097,35163,35165,35164,35161,35164,35165,35164,35166,35156,35147
477.9,35147,35143,35149,35164,35162,35097,35163,35165,35164,35162,35165,35165,35164,35166,35155,35147
478,35147,35143,35149,35165,35164,35098,35164,35164,35164,35161,35163,35164,35165,35166,35156,35148
478.1,35146,35143,35149,35164,35163,35096,35163,35165,35164,35161,35165,35163,35164,35166,35156,35146
478.2,35146,35142,35148,35164,35163,35097,35164,35166,35164,35161,35165,35165,35165,35166,35156,35147
478.3,35147,35142,35148,35164,35163,35097,35163,35165,35165,35162,35165,35165,35164,35165,35156,35147
478.4,35146,35143,35148,35164,35163,35096,35163,35165,35165,35161,35165,35164,35165,35166,35156,35146
478.5,35147,35144,35148,35165,35163,35097,35163,35166,35164,35161,35166,35164,35164,35166,35157,35147
478.6,35147,35143,35149,35164,35163,35096,35164,35166,35165,35161,35166,35165,35165,35166,35157,35146
478.7,35146,35143,35148,35164,35164,35097,35163,35166,35165,35162,35166,35164,35165,35166,35156,35147
478.8,35147,35143,35148,35164,35164,35096,35163,35165,35164,35161,35165,35165,35166,35166,35156,35146
478.9,35146,35142,35148,35165,35164,35095,35163,35164,35164,35162,35165,35165,35165,35166,35156,35145
479,35147,35143,35149,35165,35163,35097,35163,35165,35164,35161,35166,35165,35164,35165,35156,35147
479.1,35146,35143,35149,35164,35163,35096,35163,35165,35165,35162,35166,35165,35165,35165,35156,35146
479.2,35147,35143,35149,35165,35164,35097,35164,35165,35165,35162,35166,35165,35165,35166,35157,35147
479.3,35147,35143,35149,35165,35163,35097,35163,35166,35165,35162,35165,35165,35165,35166,35156,35147
479.4,35146,35142,35148,35164,35163,35096,35163,35164,35164,35161,35166,35164,35165,35166,35156,35146
479.5,35146,35143,35149,35164,35163,35097,35164,35166,35164,35160,35166,35166,35165,35167,35158,35147
479.6,35146,35143,35149,35164,35164,35096,35163,35165,35165,35162,35165,35166,35165,35166,35156,35146
479.7,35146,35142,35149,35165,35163,35097,35164,35166,35165,35162,35166,35165,35164,35166,35157,35147
479.8,35148,35144,35149,35165,35163,35097,35164,35166,35165,35163,35166,35166,35165,35166,35157,35147
479.9,35146,35142,35148,35164,35164,35096,35164,35165,35164,35162,35165,35165,35165,35166,35156,35146
480,35143,35143,35147,35163,35162,35096,35162,35164,35162,35161,35162,35164,35163,35165,35156,35146
480.1,35141,35142,35146,35162,35161,35097,35162,35163,35162,35161,35161,35163,35163,35165,35155,35147
480.2,35142,35143,35146,35163,35161,35097,35161,35162,35161,35160,35161,35164,35162,35164,35154,35147
480.3,35141,35144,35146,35162,35160,35097,35161,35162,35160,35159,35160,35163,35162,35164,35154,35147
480.4,35141,35142,35145,35161,35160,35096,35160,35162,35162,35160,35160,35163,35162,35164,35154,35146
480.5,35140,35143,35146,35161,35160,35097,35160,35163,35160,35160,35160,35162,35162,35163,35154,35147
480.6,35140,35142,35146,35162,35160,35095,35159,35162,35159,35159,35160,35162,35161,35163,35154,35145
480.7,35141,35143,35145,35161,35160,35096,35160,35162,35161,35159,35160,35162,35162,35163,35154,35146
480.8,35140,35142,35145,35161,35160,35097,35161,35163,35160,35160,35159,35162,35161,35163,35153,35147
480.9,35140,35143,35145,35160,35159,35096,35159,35162,35160,35159,35159,35162,35161,35162,35153,35146
481,35140,35143,35145,35160,35159,35096,35160,35162,35160,35158,35158,35161,35161,35162,35153,35146
481.1,35140,35142,35144,35161,35159,35096,35160,35162,35160,35158,35159,35162,35161,35163,35153,35146
481.2,35140,35143,35145,35161,35159,35097,35160,35162,35160,35159,35158,35161,35161,35162,35153,35147
481.3,35139,35143,35145,35160,35159,35097,35160,35161,35160,35159,35160,35162,35162,35163,35153,35147
481.4,35140,35144,35145,35161,35159,35096,35159,35161,35159,35159,35159,35161,35160,35163,35153,35146
481.5,35139,35142,35145,35160,35159,35097,35159,35161,35160,35159,35159,35161,35161,35162,35153,35147
481.6,35140,35143,35144,35160,35159,35098,35160,35161,35160,35158,35159,35161,35161,35162,35153,35148
481.7,35139,35142,35144,35159,35158,35096,35159,35161,35159,35158,35159,35161,35162,35163,35153,35146
481.8,35139,35143,35145,35160,35159,35097,35159,35162,35159,35158,35158,35161,35160,35162,35152,35147
481.9,35139,35142,35144,35159,35158,35097,35159,35161,35159,35157,35158,35160,35161,35161,35152,35147
482,35138,35143,35144,35159,35158,35097,35158,35160,35158,35157,35159,35160,35160,35161,35152,35147
482.1,35138,35142,35144,35160,35159,35097,35159,35162,35159,35157,35158,35161,35161,35162,35152,35147
482.2,35139,35143,35144,35160,35159,35096,35158,35161,35159,35157,35158,35161,35160,35161,35152,35146
482.3,35138,35143,35144,35160,35158,35096,35157,35159,35159,35158,35159,35161,35160,35162,35153,35146
482.4,35138,35143,35144,35160,35158,35096,35159,35161,35159,35157,35157,35161,35160,35162,35152,35146
482.5,35139,35143,35144,35159,35158,35097,35159,35161,35159,35157,35158,35160,35160,35162,35152,35147
482.6,35138,35142,35143,35159,35158,35096,35158,35160,35158,35157,35157,35159,35160,35161,35151,35146
482.7,35138,35142,35143,35159,35158,35096,35158,35160,35158,35157,35157,35160,35159,35161,35151,35146
482.8,35138,35142,35144,35160,35158,35097,35158,35160,35158,35157,35157,35159,35159,35161,35151,35147
482.9,35138,35143,35143,35159,35157,35097,35158,35160,35157,35157,35159,35160,35160,35162,35152,35147
483,35139,35143,35144,35159,35158,35097,35158,35160,35159,35157,35157,35159,35159,35161,35153,35147
483.1,35138,35143,35143,35159,35157,35097,35158,35160,35158,35157,35158,35160,35160,35161,35151,35147
483.2,35138,35142,35143,35159,35157,35097,35158,35160,35159,35157,35157,35159,35159,35161,35151,35147
483.3,35138,35143,35143,35159,35157,35097,35159,35161,35159,35157,35156,35159,35160,35160,35150,35147
483.4,35138,35142,35142,35158,35156,35097,35157,35160,35157,35156,35157,35159,35159,35161,35151,35147
483.5,35137,35143,35142,35159,35157,35097,35158,35159,35158,35156,35157,35160,35159,35161,35151,35147
483.6,35138,35143,35143,35159,35157,35096,35158,35159,35158,35156,35157,35159,35159,35160,35151,35146
483.7,35138,35142,35142,35158,35157,35097,35158,35160,35158,35157,35157,35159,35159,35160,35151,35147
483.8,35137,35143,35142,35158,35157,35097,35158,35160,35159,35157,35157,35159,35159,35160,35150,35147
483.9,35138,35143,35143,35158,35157,35097,35158,35160,35157,35157,35157,35158,35158,35160,35151,35147
484,35137,35143,35142,35158,35157,35096,35158,35160,35158,35156,35157,35159,35159,35160,35150,35146
484.1,35137,35143,35142,35158,35156,35096,35156,35159,35158,35156,35157,35159,35158,35160,35150,35146
484.2,35137,35142,35142,35157,35156,35097,35157,35159,35157,35156,35157,35159,35159,35159,35151,35147
