time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,
484.3,35137,35143,35143,35158,35157,35097,35158,35159,35157,35156,35156,35158,35159,35160,35151,35147
484.4,35136,35141,35142,35157,35156,35096,35157,35159,35157,35155,35156,35158,35157,35160,35150,35146
484.5,35136,35142,35142,35158,35156,35097,35157,35159,35157,35155,35156,35159,35158,35160,35150,35147
484.6,35137,35142,35142,35158,35157,35097,35158,35160,35158,35155,35157,35159,35159,35161,35152,35147
484.7,35137,35143,35142,35157,35156,35096,35156,35158,35157,35156,35157,35159,35158,35160,35150,35146
484.8,35137,35143,35142,35158,35157,35096,35157,35159,35157,35155,35156,35158,35159,35160,35151,35146
484.9,35136,35143,35141,35157,35156,35096,35156,35158,35157,35156,35157,35158,35158,35161,35150,35146
485,35136,35143,35141,35158,35156,35097,35158,35159,35157,35156,35157,35159,35159,35160,35151,35147
485.1,35137,35143,35142,35157,35156,35097,35157,35159,35157,35156,35157,35159,35159,35160,35150,35147
485.2,35136,35143,35142,35158,35156,35096,35157,35159,35157,35156,35156,35158,35158,35159,35150,35146
485.3,35137,35143,35142,35157,35156,35097,35157,35159,35157,35156,35156,35159,35157,35159,35150,35147
485.4,35136,35142,35141,35157,35156,35096,35157,35159,35157,35155,35157,35158,35158,35160,35150,35146
485.5,35136,35143,35142,35158,35155,35097,35157,35159,35157,35156,35156,35159,35158,35160,35150,35147
485.6,35136,35143,35141,35157,35156,35097,35157,35159,35156,35155,35156,35159,35158,35159,35149,35147
485.7,35136,35143,35142,35157,35156,35096,35157,35158,35156,35156,35156,35159,35158,35160,35150,35146
485.8,35136,35143,35142,35157,35156,35097,35157,35159,35157,35155,35156,35158,35158,35160,35151,35147
485.9,35135,35142,35141,35157,35156,35097,35156,35158,35157,35156,35156,35158,35158,35159,35150,35147
486,35135,35143,35142,35157,35156,35096,35156,35159,35157,35155,35157,35158,35158,35160,35150,35146
486.1,35135,35142,35141,35157,35156,35096,35156,35158,35157,35155,35154,35156,35157,35159,35149,35146
486.2,35135,35142,35141,35157,35156,35096,35155,35158,35157,35155,35156,35157,35157,35159,35150,35146
486.3,35135,35142,35142,35157,35155,35097,35156,35158,35156,35154,35156,35158,35158,35159,35150,35147
486.4,35135,35143,35141,35157,35157,35096,35156,35158,35156,35155,35155,35158,35158,35159,35150,35146
486.5,35135,35143,35141,35156,35156,35096,35155,35158,35157,35155,35155,35158,35158,35160,35149,35146
486.6,35136,35143,35142,35157,35156,35096,35155,35158,35156,35155,35156,35158,35157,35159,35149,35146
486.7,35135,35144,35142,35157,35155,35096,35156,35157,35155,35154,35156,35158,35158,35159,35149,35146
486.8,35135,35143,35141,35156,35155,35097,35156,35158,35157,35155,35155,35159,35159,35160,35149,35147
486.9,35136,35143,35142,35157,35156,35097,35156,35158,35156,35155,35155,35158,35157,35159,35149,35147
487,35136,35143,35140,35156,35155,35097,35156,35158,35156,35155,35155,35158,35158,35159,35149,35147
487.1,35135,35142,35140,35156,35155,35097,35156,35158,35156,35155,35155,35158,35158,35159,35149,35147
487.2,35135,35142,35141,35156,35155,35097,35157,35158,35155,35154,35156,35157,35157,35159,35149,35147
487.3,35135,35143,35141,35156,35155,35096,35156,35158,35156,35155,35156,35157,35158,35159,35149,35146
487.4,35135,35143,35142,35157,35155,35096,35155,35157,35155,35154,35155,35157,35157,35158,35148,35146
487.5,35134,35143,35141,35157,35155,35097,35156,35158,35156,35154,35155,35157,35157,35159,35149,35147
487.6,35135,35143,35142,35157,35155,35096,35156,35158,35156,35155,35155,35157,35157,35158,35149,35146
487.7,35135,35142,35141,35157,35155,35096,35155,35158,35156,35155,35156,35157,35157,35158,35148,35146
487.8,35135,35142,35140,35156,35155,35097,35156,35158,35156,35155,35155,35157,35157,35158,35149,35147
487.9,35134,35143,35141,35156,35155,35096,35155,35157,35155,35154,35155,35157,35157,35158,35148,35146
488,35134,35143,35141,35156,35155,35097,35156,35158,35155,35154,35155,35157,35157,35159,35149,35147
488.1,35134,35142,35141,35157,35155,35097,35155,35157,35154,35154,35154,35157,35157,35158,35149,35147
488.2,35135,35143,35140,35155,35154,35097,35156,35158,35156,35155,35156,35157,35157,35158,35149,35147
488.3,35134,35143,35140,35156,35155,35097,35156,35158,35156,35154,35155,35157,35157,35158,35149,35147
488.4,35134,35142,35141,35156,35155,35097,35156,35158,35155,35155,35154,35157,35157,35158,35149,35147
488.5,35134,35143,35141,35157,35155,35097,35156,35157,35156,35154,35155,35158,35157,35159,35149,35147
488.6,35134,35142,35141,35156,35154,35096,35155,35157,35155,35154,35154,35157,35156,35158,35149,35146
488.7,35135,35143,35140,35156,35154,35097,35155,35158,35155,35154,35154,35157,35157,35158,35149,35147
488.8,35135,35143,35140,35156,35154,35096,35155,35157,35155,35155,35155,35157,35158,35158,35149,35146
488.9,35134,35142,35141,35156,35155,35097,35156,35157,35155,35154,35156,35157,35156,35158,35148,35147
489,35134,35142,35140,35156,35154,35096,35156,35158,35155,35154,35155,35157,35156,35158,35148,35146
489.1,35134,35142,35140,35156,35154,35097,35156,35158,35156,35154,35155,35157,35157,35159,35148,35147
489.2,35134,35143,35140,35156,35154,35097,35156,35157,35155,35153,35155,35158,35157,35158,35149,35147
489.3,35134,35142,35141,35156,35155,35097,35155,35158,35155,35154,35155,35157,35156,35157,35148,35147
489.4,35134,35142,35140,35155,35154,35097,35155,35158,35155,35154,35154,35156,35156,35158,35148,35147
489.5,35134,35142,35140,35156,35155,35097,35155,35157,35155,35154,35154,35156,35157,35159,35149,35147
489.6,35133,35142,35139,35155,35154,35097,35155,35157,35155,35154,35155,35157,35157,35157,35148,35147
489.7,35133,35142,35140,35156,35154,35097,35155,35157,35155,35154,35154,35156,35155,35158,35148,35147
489.8,35133,35142,35140,35156,35154,35096,35155,35157,35155,35154,35154,35157,35156,35158,35148,35146
489.9,35134,35143,35141,35155,35154,35097,35156,35158,35156,35154,35154,35157,35157,35159,35149,35147
490,35137,35142,35141,35156,35155,35096,35157,35158,35157,35155,35158,35157,35157,35159,35149,35146
490.1,35138,35143,35142,35158,35157,35096,35157,35158,35159,35156,35159,35159,35159,35159,35149,35146
490.2,35138,35143,35143,35158,35156,35096,35157,35160,35158,35156,35159,35159,35159,35160,35151,35146
490.3,35139,35143,35143,35159,35157,35097,35158,35161,35159,35156,35160,35159,35159,35160,35150,35147
490.4,35138,35142,35143,35158,35158,35097,35158,35160,35159,35156,35160,35160,35159,35160,35150,35147
490.5,35139,35143,35144,35158,35158,35097,35158,35160,35159,35157,35160,35160,35159,35161,35151,35147
490.6,35139,35142,35143,35159,35157,35097,35158,35160,35159,35157,35160,35160,35159,35161,35152,35147
490.7,35139,35142,35144,35160,35158,35096,35158,35160,35159,35156,35160,35159,35160,35160,35151,35146
490.8,35139,35142,35143,35160,35158,35096,35158,35161,35159,35157,35160,35159,35159,35161,35152,35146
490.9,35139,35142,35144,35159,35158,35097,35159,35161,35161,35157,35162,35162,35161,35162,35152,35147
491,35139,35143,35144,35160,35158,35096,35159,35161,35160,35157,35161,35161,35161,35162,35152,35146
491.1,35139,35142,35144,35160,35158,35096,35158,35160,35159,35158,35161,35160,35160,35161,35151,35146
491.2,35140,35143,35144,35160,35158,35097,35158,35161,35160,35158,35162,35161,35161,35163,35152,35147
491.3,35140,35143,35145,35160,35158,35096,35159,35161,35160,35158,35161,35161,35161,35162,35152,35146
491.4,35139,35143,35144,35160,35158,35096,35159,35161,35161,35158,35161,35160,35160,35161,35152,35146
491.5,35140,35142,35145,35160,35158,35096,35160,35161,35160,35158,35161,35161,35160,35162,35152,35146
491.6,35139,35142,35144,35160,35159,35095,35158,35160,35159,35157,35161,35160,35160,35162,35151,35145
491.7,35140,35143,35145,35160,35158,35096,35159,35161,35160,35158,35161,35161,35161,35162,35152,35146
491.8,35139,35142,35144,35161,35159,35097,35160,35161,35160,35158,35162,35161,35160,35162,35152,35147
491.9,35140,35142,35145,35160,35159,35096,35159,35161,35160,35158,35163,35161,35161,35162,35152,35146
492,35140,35142,35144,35160,35159,35096,35160,35161,35160,35158,35162,35162,35162,35162,35152,35146
492.1,35140,35143,35145,35160,35159,35097,35160,35162,35161,35158,35161,35161,35161,35162,35152,35147
492.2,35140,35143,35144,35160,35159,35096,35160,35161,35161,35158,35161,35161,35160,35163,35152,35146
492.3,35141,35143,35145,35161,35160,35096,35161,35162,35161,35159,35162,35161,35160,35162,35152,35146
492.4,35140,35143,35145,35161,35159,35097,35160,35162,35161,35158,35163,35162,35162,35163,35152,35147
492.5,35140,35142,35146,35162,35160,35097,35161,35163,35161,35158,35162,35161,35162,35163,35153,35147
492.6,35141,35143,35145,35161,35160,35096,35160,35161,35161,35159,35162,35162,35161,35162,35152,35146
492.7,35140,35143,35145,35161,35159,35097,35160,35163,35161,35159,35162,35162,35162,35163,35152,35147
492.8,35141,35142,35145,35161,35160,35096,35160,35162,35161,35159,35162,35162,35162,35163,35153,35146
492.9,35140,35142,35145,35161,35160,35097,35160,35162,35161,35159,35161,35161,35161,35162,35153,35147
493,35140,35143,35145,35161,35160,35096,35161,35163,35161,35159,35162,35162,35161,35163,35153,35146
493.1,35142,35143,35146,35162,35159,35096,35160,35162,35162,35158,35163,35162,35161,35163,35153,35146
493.2,35140,35143,35145,35161,35159,35097,35162,35162,35161,35158,35161,35161,35162,35163,35153,35147
493.3,35141,35143,35145,35162,35161,35096,35161,35163,35162,35159,35162,35162,35162,35163,35154,35146
493.4,35141,35143,35147,35163,35160,35097,35160,35162,35162,35159,35163,35162,35162,35163,35153,35147
493.5,35141,35143,35146,35161,35160,35096,35161,35162,35161,35159,35162,35163,35162,35163,35154,35146
493.6,35141,35142,35146,35161,35160,35097,35161,35163,35161,35159,35163,35163,35163,35163,35153,35147
493.7,35141,35141,35145,35162,35160,35096,35161,35163,35161,35159,35163,35162,35162,35163,35153,35146
493.8,35141,35142,35145,35161,35160,35097,35161,35163,35162,35159,35163,35162,35162,35164,35154,35147
493.9,35141,35144,35146,35163,35161,35096,35160,35162,35161,35159,35162,35163,35163,35164,35154,35146
494,35141,35143,35146,35162,35160,35096,35161,35163,35162,35159,35162,35161,35162,35164,35154,35146
494.1,35141,35142,35145,35162,35160,35096,35161,35162,35161,35158,35163,35163,35163,35163,35154,35146
494.2,35141,35143,35146,35162,35160,35096,35161,35162,35162,35160,35163,35163,35163,35164,35153,35146
494.3,35141,35143,35147,35162,35160,35096,35161,35163,35163,35160,35163,35162,35162,35164,35154,35146
494.4,35142,35143,35147,35162,35160,35096,35161,35163,35162,35159,35163,35164,35162,35164,35154,35146
494.5,35140,35142,35146,35162,35161,35096,35161,35164,35162,35159,35163,35163,35162,35164,35154,35146
494.6,35142,35143,35147,35162,35161,35096,35160,35163,35162,35160,35163,35162,35164,35165,35154,35146
494.7,35141,35142,35146,35161,35161,35097,35161,35164,35163,35161,35163,35163,35163,35164,35154,35147
494.8,35141,35142,35146,35161,35160,35096,35161,35162,35162,35159,35163,35163,35163,35164,35154,35146
494.9,35141,35143,35146,35162,35161,35096,35161,35163,35162,35160,35163,35163,35163,35164,35154,35146
495,35141,35142,35146,35162,35160,35096,35161,35163,35162,35160,35164,35163,35163,35164,35154,35146
495.1,35142,35143,35146,35163,35161,35097,35161,35163,35162,35160,35163,35163,35164,35164,35154,35147
495.2,35142,35142,35146,35162,35160,35095,35161,35163,35163,35159,35162,35163,35163,35165,35155,35145
495.3,35142,35144,35146,35162,35160,35096,35160,35163,35162,35159,35163,35162,35163,35164,35154,35146
495.4,35141,35142,35147,35162,35161,35097,35161,35163,35163,35160,35163,35162,35163,35165,35154,35147
495.5,35142,35142,35146,35162,35161,35097,35161,35163,35162,35159,35162,35163,35163,35165,35154,35147
495.6,35141,35143,35146,35162,35161,35097,35162,35164,35162,35160,35164,35163,35163,35164,35154,35147
495.7,35142,35142,35146,35163,35161,35097,35161,35163,35163,35160,35163,35164,35163,35165,35154,35147
495.8,35141,35143,35146,35162,35161,35097,35162,35165,35163,35160,35164,35163,35163,35164,35154,35147
495.9,35142,35143,35146,35162,35161,35096,35161,35163,35162,35159,35163,35164,35162,35164,35154,35146
496,35141,35142,35147,35163,35160,35096,35161,35163,35162,35160,35164,35163,35163,35164,35153,35146
496.1,35141,35143,35146,35162,35161,35097,35162,35164,35163,35159,35163,35164,35164,35165,35155,35147
496.2,35142,35143,35146,35162,35161,35095,35162,35164,35163,35160,35164,35164,35163,35165,35154,35145
496.3,35141,35143,35147,35162,35161,35096,35162,35164,35163,35160,35164,35164,35163,35164,35154,35146
496.4,35141,35143,35147,35163,35161,35096,35162,35163,35163,35160,35163,35163,35163,35165,35155,35146
496.5,35142,35142,35146,35163,35162,35096,35163,35164,35163,35161,35163,35164,35163,35165,35154,35146
496.6,35142,35143,35147,35162,35162,35097,35162,35164,35162,35160,35163,35163,35162,35164,35154,35147
496.7,35142,35143,35147,35163,35161,35097,35162,35165,35164,35160,35164,35163,35163,35165,35155,35147
496.8,35141,35143,35146,35162,35161,35097,35162,35164,35163,35160,35164,35163,35163,35164,35154,35147
496.9,35142,35142,35147,35163,35162,35097,35163,35164,35164,35160,35164,35164,35164,35165,35154,35147
497,35142,35142,35146,35163,35161,35098,35162,35164,35163,35160,35164,35163,35162,35164,35154,35148
497.1,35141,35142,35147,35163,35162,35098,35162,35164,35163,35161,35164,35164,35165,35166,35155,35148
497.2,35141,35143,35147,35163,35161,35097,35163,35165,35164,35160,35163,35164,35164,35165,35155,35147
497.3,35142,35142,35147,35162,35162,35096,35162,35165,35164,35161,35164,35164,35164,35165,35155,35146
497.4,35142,35143,35147,35162,35162,35096,35162,35164,35163,35160,35164,35164,35163,35165,35155,35146
497.5,35141,35142,35147,35163,35162,35096,35162,35164,35164,35160,35164,35164,35163,35165,35154,35146
497.6,35141,35142,35147,35163,35161,35097,35163,35165,35164,35160,35164,35164,35163,35164,35156,35147
497.7,35142,35142,35148,35163,35161,35096,35162,35165,35164,35161,35163,35163,35163,35164,35155,35146
497.8,35142,35143,35147,35164,35162,35096,35161,35164,35163,35161,35164,35163,35164,35165,35155,35146
497.9,35141,35142,35146,35163,35162,35097,35162,35164,35163,35161,35165,35164,35164,35166,35155,35147
498,35142,35142,35147,35163,35162,35097,35162,35165,35164,35161,35164,35164,35165,35165,35156,35147
498.1,35142,35142,35147,35164,35163,35097,35162,35165,35163,35160,35163,35164,35162,35164,35154,35147
498.2,35142,35142,35147,35164,35162,35097,35162,35164,35163,35160,35164,35164,35164,35165,35154,35147
498.3,35143,35143,35148,35163,35162,35097,35162,35164,35163,35161,35165,35165,35164,35164,35156,35147
498.4,35142,35142,35147,35164,35162,35096,35163,35164,35164,35161,35164,35165,35165,35165,35156,35146
498.5,35143,35143,35148,35163,35162,35097,35162,35164,35164,35161,35165,35164,35164,35164,35154,35147
498.6,35143,35143,35148,35163,35163,35097,35162,35164,35164,35161,35165,35165,35164,35165,35156,35147
498.7,35143,35143,35148,35164,35163,35097,35162,35164,35164,35161,35165,35165,35165,35165,35155,35147
498.8,35143,35143,35148,35163,35162,35096,35162,35164,35164,35161,35165,35165,35165,35166,35155,35146
498.9,35142,35142,35147,35164,35163,35096,35162,35165,35163,35160,35165,35164,35164,35165,35155,35146
499,35142,35142,35148,35163,35162,35096,35163,35165,35163,35160,35165,35164,35163,35165,35155,35146
499.1,35143,35142,35148,35163,35162,35097,35163,35165,35164,35160,35165,35164,35164,35165,35155,35147
499.2,35142,35142,35147,35164,35163,35097,35163,35165,35163,35161,35165,35165,35164,35166,35155,35147
499.3,35142,35143,35148,35163,35162,35096,35162,35165,35164,35161,35164,35164,35165,35166,35156,35146
499.4,35143,35143,35148,35164,35162,35097,35163,35165,35165,35161,35164,35164,35164,35165,35155,35147
499.5,35142,35143,35148,35163,35163,35096,35163,35165,35164,35161,35165,35165,35165,35165,35155,35146
499.6,35143,35142,35148,35163,35162,35097,35163,35165,35163,35161,35164,35164,35164,35165,35155,35147
499.7,35143,35143,35148,35164,35162,35096,35163,35165,35165,35162,35164,35164,35164,35166,35156,35146
499.8,35142,35143,35148,35163,35163,35096,35161,35164,35164,35161,35164,35165,35164,35165,35156,35146
499.9,35143,35142,35147,35163,35162,35096,35162,35165,35164,35161,35166,35165,35165,35165,35154,35146
500,35143,35143,35148,35164,35163,35096,35163,35164,35164,35161,35165,35164,35164,35165,35155,35146
500.1,35143,35143,35148,35164,35163,35096,35163,35165,35164,35161,35164,35165,35165,35165,35155,35146
500.2,35143,35143,35148,35164,35163,35096,35163,35165,35164,35161,35165,35165,35164,35165,35155,35146
500.3,35142,35142,35147,35164,35163,35097,35163,35165,35165,35162,35165,35164,35165,35166,35156,35147
500.4,35142,35142,35148,35164,35163,35096,35163,35165,35164,35161,35164,35164,35165,35166,35156,35146
500.5,35142,35143,35148,35162,35161,35096,35161,35162,35162,35161,35161,35164,35163,35164,35154,35146
500.6,35142,35143,35149,35162,35161,35096,35160,35163,35161,35160,35160,35163,35162,35163,35153,35146
500.7,35143,35143,35148,35162,35161,35097,35161,35162,35161,35159,35160,35162,35162,35164,35153,35147
500.8,35142,35142,35148,35161,35161,35097,35160,35162,35161,35160,35160,35162,35162,35163,35153,35147
500.9,35143,35142,35148,35161,35160,35097,35160,35163,35160,35159,35160,35161,35161,35163,35153,35147
501,35142,35143,35149,35161,35160,35097,35160,35162,35160,35159,35159,35161,35161,35162,35153,35147
501.1,35143,35143,35148,35161,35160,35097,35160,35162,35160,35158,35160,35161,35161,35162,35154,35147
501.2,35143,35143,35148,35160,35159,35097,35161,35162,35160,35159,35159,35161,35161,35163,35152,35147
501.3,35143,35142,35149,35161,35159,35097,35160,35162,35159,35158,35160,35162,35161,35163,35153,35147
501.4,35143,35143,35148,35161,35159,35096,35159,35161,35160,35158,35158,35161,35161,35163,35152,35146
501.5,35143,35143,35148,35160,35158,35097,35159,35162,35160,35159,35158,35161,35160,35162,35152,35147
501.6,35143,35142,35147,35160,35159,35097,35159,35162,35160,35158,35159,35161,35161,35163,35153,35147
501.7,35143,35142,35148,35159,35158,35097,35159,35161,35159,35157,35159,35161,35161,35161,35152,35147
