time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Current,SoC,Temperature 1,Temperature 2,Temperature 3,Temperature 4,UV\OV Fault,,
628.4,41418,41326,41372,41254,41255,41302,41302,41188,41408,41413,41380,41419,41466,41430,39879,0,0,62,61,59,57,0,,
628.5,41417,41324,41372,41252,41255,41301,41301,41187,41408,41415,41380,41419,41466,41430,39879,0,0,60,61,60,59,0,,
628.6,41418,41325,41370,41252,41253,41301,41301,41186,41409,41413,41380,41419,41466,41430,39879,0,0,62,62,59,59,0,,
628.7,41417,41326,41372,41252,41253,41301,41302,41186,41408,41413,41378,41418,41465,41429,39879,0,0,62,62,60,58,0,,
628.8,41416,41324,41370,41252,41253,41301,41303,41187,41408,41414,41379,41418,41465,41429,39879,0,0,62,62,58,58,0,,
628.9,41417,41325,41371,41251,41253,41302,41301,41186,41408,41412,41379,41419,41466,41430,39879,0,0,63,62,60,60,0,,
629,41417,41324,41369,41253,41254,41301,41302,41187,41409,41412,41379,41418,41465,41429,39879,0,0,62,62,60,60,0,,
629.1,41416,41325,41369,41252,41253,41301,41302,41187,41407,41412,41378,41418,41465,41429,39879,0,0,60,62,59,60,0,,
629.2,41416,41325,41371,41252,41253,41302,41302,41187,41408,41412,41378,41418,41465,41429,39879,0,0,62,61,59,59,0,,
629.3,41417,41325,41372,41252,41254,41301,41302,41187,41409,41414,41378,41419,41466,41430,39879,0,0,62,61,60,59,0,,
629.4,41416,41323,41369,41250,41253,41301,41302,41186,41408,41412,41379,41418,41465,41429,39879,0,0,62,62,60,59,0,,
629.5,41416,41324,41370,41252,41253,41301,41303,41186,41407,41414,41378,41418,41465,41429,39879,0,0,61,61,59,59,0,,
629.6,41416,41324,41370,41252,41253,41301,41302,41186,41408,41412,41378,41417,41464,41428,39879,0,0,61,61,61,60,0,,
629.7,41416,41324,41370,41252,41253,41300,41302,41186,41406,41412,41378,41418,41465,41429,39879,0,0,61,61,59,59,0,,
629.8,41416,41323,41369,41251,41252,41300,41302,41186,41408,41411,41379,41418,41465,41429,39879,0,0,62,61,60,59,0,,
629.9,41416,41323,41369,41251,41253,41300,41303,41187,41407,41411,41378,41418,41465,41429,39879,0,0,61,62,59,58,0,,
630,41416,41325,41369,41252,41252,41301,41300,41185,41407,41411,41378,41417,41464,41428,39879,0,0,60,62,59,59,0,,
630.1,41415,41324,41369,41252,41252,41301,41302,41187,41408,41411,41377,41417,41464,41428,39879,0,0,62,62,59,60,0,,
630.2,41415,41324,41369,41251,41252,41301,41302,41186,41408,41411,41377,41418,41465,41429,39879,0,0,62,61,61,59,0,,
630.3,41428,41335,41378,41260,41261,41314,41312,41195,41416,41418,41391,41427,41474,41438,39879,0,0,61,61,60,60,0,,
630.4,41435,41345,41387,41269,41269,41323,41320,41202,41429,41431,41401,41437,41484,41448,39879,0,0,62,62,60,60,0,,
630.5,41435,41346,41388,41270,41271,41324,41321,41202,41428,41429,41402,41436,41483,41447,39879,0,0,61,61,59,59,0,,
630.6,41436,41346,41389,41271,41270,41324,41322,41203,41430,41431,41404,41436,41483,41447,39879,0,0,62,62,59,57,0,,
630.7,41436,41347,41390,41271,41270,41325,41323,41203,41430,41432,41403,41438,41485,41449,39879,0,0,62,60,60,60,0,,
630.8,41437,41349,41390,41272,41270,41325,41323,41204,41431,41432,41404,41438,41485,41449,39879,0,0,62,61,61,60,0,,
630.9,41437,41349,41390,41272,41271,41325,41323,41203,41431,41432,41405,41439,41486,41450,39879,0,0,62,61,59,60,0,,
631,41438,41351,41391,41274,41272,41325,41323,41203,41431,41432,41405,41441,41488,41452,39879,0,0,61,62,60,59,0,,
631.1,41438,41349,41391,41272,41272,41327,41323,41204,41432,41433,41406,41441,41488,41452,39879,0,0,62,61,61,60,0,,
631.2,41438,41349,41390,41273,41272,41326,41323,41205,41432,41433,41404,41441,41488,41452,39879,0,0,61,62,60,59,0,,
631.3,41439,41350,41391,41274,41272,41326,41323,41204,41432,41433,41405,41441,41488,41452,39879,0,0,62,62,60,59,0,,
631.4,41438,41349,41391,41274,41272,41328,41326,41206,41432,41433,41405,41441,41488,41452,39879,0,0,61,62,60,59,0,,
631.5,41439,41351,41392,41273,41273,41325,41325,41206,41433,41435,41406,41440,41487,41451,39879,0,0,62,62,60,59,0,,
631.6,41438,41351,41391,41273,41272,41327,41325,41206,41433,41434,41407,41441,41488,41452,39879,0,0,61,61,60,60,0,,
631.7,41438,41350,41391,41272,41273,41327,41324,41205,41434,41435,41407,41441,41488,41452,39879,0,0,62,63,60,57,0,,
631.8,41439,41350,41392,41274,41273,41327,41323,41205,41434,41435,41406,41442,41489,41453,39879,0,0,62,62,60,59,0,,
631.9,41440,41351,41392,41275,41272,41327,41326,41206,41433,41435,41407,41440,41487,41451,39879,0,0,63,61,60,59,0,,
632,41439,41351,41393,41274,41273,41326,41325,41205,41433,41436,41407,41442,41489,41453,39879,0,0,61,61,59,58,0,,
632.1,41440,41350,41391,41274,41274,41327,41326,41206,41433,41435,41407,41443,41490,41454,39879,0,0,62,63,59,59,0,,
632.2,41439,41350,41392,41274,41273,41328,41327,41206,41434,41435,41408,41441,41488,41452,39879,0,0,61,61,60,58,0,,
632.3,41440,41349,41391,41275,41273,41327,41325,41206,41434,41436,41406,41441,41488,41452,39879,0,0,60,61,60,58,0,,
632.4,41440,41352,41393,41275,41274,41328,41326,41206,41435,41436,41409,41442,41489,41453,39879,0,0,62,61,60,59,0,,
632.5,41439,41351,41392,41274,41273,41329,41325,41206,41435,41436,41408,41442,41489,41453,39879,0,0,62,62,58,59,0,,
632.6,41439,41352,41392,41274,41273,41328,41325,41208,41435,41437,41408,41441,41488,41452,39879,0,0,63,62,57,59,0,,
632.7,41438,41351,41393,41274,41274,41329,41326,41206,41435,41435,41408,41441,41488,41452,39879,0,0,61,63,58,59,0,,
632.8,41440,41351,41394,41274,41274,41329,41326,41207,41436,41436,41407,41441,41488,41452,39879,0,0,62,63,60,60,0,,
632.9,41440,41351,41394,41274,41274,41328,41326,41207,41435,41437,41408,41440,41487,41451,39879,0,0,63,61,59,59,0,,
633,41441,41351,41392,41274,41273,41328,41326,41207,41435,41437,41407,41442,41489,41453,39879,0,0,62,62,60,59,0,,
633.1,41441,41351,41393,41274,41275,41329,41327,41206,41434,41436,41408,41442,41489,41453,39879,0,0,61,62,60,60,0,,
633.2,41440,41351,41393,41275,41274,41330,41327,41207,41436,41436,41408,41442,41489,41453,39879,0,0,61,61,60,60,0,,
633.3,41440,41351,41393,41274,41274,41329,41326,41206,41436,41437,41408,41442,41489,41453,39879,0,0,61,62,60,59,0,,
633.4,41440,41352,41394,41275,41274,41329,41326,41208,41436,41437,41409,41443,41490,41454,39879,0,0,62,61,59,59,0,,
633.5,41441,41353,41393,41275,41274,41329,41327,41207,41436,41437,41409,41443,41490,41454,39879,0,0,63,62,59,60,0,,
633.6,41441,41352,41393,41274,41274,41329,41326,41207,41436,41438,41408,41444,41491,41455,39879,0,0,61,62,59,60,0,,
633.7,41441,41352,41394,41274,41276,41328,41327,41207,41436,41437,41409,41443,41490,41454,39879,0,0,63,62,60,58,0,,
633.8,41441,41352,41393,41275,41276,41329,41327,41209,41436,41438,41409,41443,41490,41454,39879,0,0,61,62,59,59,0,,
633.9,41441,41353,41395,41276,41275,41329,41326,41207,41437,41437,41408,41444,41491,41455,39879,0,0,63,63,60,60,0,,
634,41441,41352,41395,41276,41276,41329,41327,41208,41436,41438,41407,41442,41489,41453,39879,0,0,62,62,60,61,0,,
634.1,41441,41352,41394,41276,41275,41329,41327,41208,41437,41438,41409,41444,41491,41455,39879,0,0,61,63,59,58,0,,
634.2,41442,41353,41395,41275,41275,41330,41326,41208,41436,41438,41410,41444,41491,41455,39879,0,0,62,62,59,60,0,,
634.3,41441,41352,41393,41275,41276,41329,41327,41208,41438,41439,41410,41444,41491,41455,39879,0,0,63,61,60,60,0,,
634.4,41442,41353,41395,41277,41275,41329,41328,41209,41437,41437,41409,41445,41492,41456,39879,0,0,62,62,60,59,0,,
634.5,41442,41352,41393,41275,41276,41330,41328,41208,41437,41437,41408,41442,41489,41453,39879,0,0,62,61,60,57,0,,
634.6,41442,41353,41394,41276,41275,41330,41327,41208,41436,41439,41409,41443,41490,41454,39879,0,0,62,62,59,59,0,,
634.7,41442,41354,41394,41276,41276,41328,41327,41208,41437,41437,41409,41445,41492,41456,39879,0,0,62,62,60,58,0,,
634.8,41443,41352,41394,41277,41276,41330,41327,41208,41435,41438,41410,41444,41491,41455,39879,0,0,63,62,59,61,0,,
634.9,41442,41353,41395,41277,41275,41330,41328,41209,41438,41438,41409,41445,41492,41456,39879,0,0,63,62,60,59,0,,
635,41443,41353,41394,41275,41276,41330,41327,41207,41436,41439,41409,41446,41493,41457,39879,0,0,61,63,60,59,0,,
635.1,41444,41353,41395,41277,41276,41330,41327,41208,41435,41439,41409,41443,41490,41454,39879,0,0,61,62,60,59,0,,
635.2,41442,41354,41394,41276,41274,41330,41329,41208,41438,41438,41409,41446,41493,41457,39879,0,0,62,61,60,57,0,,
635.3,41441,41354,41394,41277,41275,41330,41328,41208,41438,41437,41410,41445,41492,41456,39879,0,0,62,61,59,60,0,,
635.4,41442,41352,41395,41277,41275,41331,41328,41208,41438,41437,41409,41445,41492,41456,39879,0,0,62,63,59,57,0,,
635.5,41442,41353,41394,41276,41276,41329,41327,41209,41439,41440,41411,41445,41492,41456,39879,0,0,61,60,60,60,0,,
635.6,41443,41354,41395,41276,41275,41331,41327,41209,41437,41437,41410,41446,41493,41457,39879,0,0,62,61,60,60,0,,
635.7,41423,41333,41377,41259,41259,41310,41309,41193,41416,41420,41386,41426,41473,41437,39879,0,0,63,62,60,60,0,,
635.8,41423,41331,41376,41257,41259,41308,41308,41192,41415,41419,41385,41423,41470,41434,39879,0,0,61,60,59,59,0,,
635.9,41422,41330,41375,41256,41259,41306,41308,41191,41414,41417,41384,41422,41469,41433,39879,0,0,61,62,59,60,0,,
636,41421,41329,41375,41256,41257,41305,41306,41190,41414,41417,41384,41422,41469,41433,39879,0,0,63,63,60,60,0,,
636.1,41421,41329,41375,41256,41256,41304,41306,41190,41413,41416,41383,41423,41470,41434,39879,0,0,62,63,59,60,0,,
636.2,41420,41330,41374,41256,41256,41304,41306,41190,41413,41416,41384,41423,41470,41434,39879,0,0,61,62,60,60,0,,
636.3,41420,41328,41373,41255,41257,41305,41306,41188,41413,41416,41382,41422,41469,41433,39879,0,0,62,61,60,58,0,,
636.4,41420,41327,41374,41256,41257,41304,41306,41189,41413,41416,41383,41422,41469,41433,39879,0,0,63,63,60,58,0,,
636.5,41418,41327,41373,41256,41256,41304,41305,41189,41413,41415,41382,41420,41467,41431,39879,0,0,62,61,59,56,0,,
636.6,41419,41328,41372,41255,41256,41303,41305,41189,41411,41414,41381,41421,41468,41432,39879,0,0,63,62,61,58,0,,
636.7,41418,41327,41372,41254,41255,41304,41304,41189,41411,41414,41381,41421,41468,41432,39879,0,0,61,61,60,58,0,,
636.8,41418,41327,41373,41254,41257,41303,41304,41188,41411,41415,41382,41419,41466,41430,39879,0,0,62,62,60,59,0,,
636.9,41419,41327,41372,41254,41255,41302,41304,41189,41412,41414,41380,41421,41468,41432,39879,0,0,61,61,58,59,0,,
637,41419,41327,41371,41254,41256,41303,41304,41188,41410,41414,41380,41421,41468,41432,39879,0,0,63,62,60,58,0,,
637.1,41419,41327,41373,41254,41256,41303,41304,41189,41410,41414,41381,41420,41467,41431,39879,0,0,61,62,60,58,0,,
637.2,41417,41325,41372,41254,41255,41302,41304,41188,41411,41415,41381,41420,41467,41431,39879,0,0,61,62,60,59,0,,
637.3,41417,41326,41372,41254,41255,41302,41303,41188,41410,41413,41380,41420,41467,41431,39879,0,0,62,63,60,60,0,,
637.4,41418,41326,41373,41254,41256,41303,41303,41189,41410,41414,41380,41420,41467,41431,39879,0,0,61,61,60,59,0,,
637.5,41417,41326,41371,41253,41255,41302,41302,41188,41411,41414,41380,41419,41466,41430,39879,0,0,61,62,60,59,0,,
637.6,41417,41325,41372,41253,41255,41302,41302,41188,41409,41414,41380,41419,41466,41430,39879,0,0,61,62,60,60,0,,
637.7,41417,41325,41372,41254,41255,41302,41302,41189,41410,41415,41378,41418,41465,41429,39879,0,0,61,61,60,60,0,,
637.8,41417,41326,41371,41253,41253,41301,41302,41187,41409,41414,41380,41418,41465,41429,39879,0,0,61,62,60,57,0,,
637.9,41417,41325,41373,41253,41255,41301,41302,41188,41410,41415,41378,41418,41465,41429,39879,0,0,62,63,60,60,0,,
638,41417,41325,41370,41253,41253,41302,41302,41188,41409,41413,41380,41418,41465,41429,39879,0,0,62,61,61,60,0,,
638.1,41417,41325,41370,41252,41253,41302,41302,41186,41408,41413,41380,41418,41465,41429,39879,0,0,62,62,59,58,0,,
638.2,41416,41324,41370,41252,41253,41302,41302,41187,41409,41413,41378,41418,41465,41429,39879,0,0,61,62,59,59,0,,
638.3,41417,41325,41372,41252,41255,41301,41301,41187,41409,41412,41378,41417,41464,41428,39879,0,0,62,62,60,59,0,,
638.4,41418,41324,41370,41253,41252,41301,41302,41187,41408,41413,41378,41419,41466,41430,39879,0,0,62,63,60,59,0,,
638.5,41417,41325,41370,41253,41254,41301,41302,41187,41408,41413,41379,41419,41466,41430,39879,0,0,61,62,59,59,0,,
638.6,41416,41325,41370,41252,41254,41301,41302,41186,41408,41411,41377,41417,41464,41428,39879,0,0,61,61,59,60,0,,
638.7,41417,41324,41369,41253,41254,41301,41303,41187,41408,41413,41378,41418,41465,41429,39879,0,0,62,62,59,59,0,,
638.8,41416,41325,41369,41252,41253,41301,41303,41187,41408,41413,41378,41418,41465,41429,39879,0,0,62,63,61,60,0,,
638.9,41416,41324,41369,41252,41253,41301,41302,41186,41408,41413,41378,41418,41465,41429,39879,0,0,62,62,61,59,0,,
639,41415,41324,41369,41252,41253,41301,41302,41187,41409,41412,41378,41416,41463,41427,39879,0,0,62,64,60,59,0,,
639.1,41416,41324,41371,41252,41253,41302,41301,41185,41407,41412,41379,41417,41464,41428,39879,0,0,62,62,60,59,0,,
639.2,41414,41324,41369,41252,41254,41301,41301,41186,41409,41411,41377,41416,41463,41427,39879,0,0,62,61,58,57,0,,
639.3,41416,41325,41370,41252,41253,41300,41301,41185,41408,41411,41377,41417,41464,41428,39879,0,0,62,61,60,59,0,,
639.4,41415,41324,41369,41252,41253,41300,41301,41186,41408,41412,41378,41417,41464,41428,39879,0,0,62,60,60,59,0,,
639.5,41415,41324,41369,41252,41253,41300,41300,41185,41406,41411,41378,41416,41463,41427,39879,0,0,62,62,60,59,0,,
639.6,41414,41323,41368,41250,41253,41300,41301,41185,41407,41411,41378,41417,41464,41428,39879,0,0,62,62,59,58,0,,
639.7,41416,41324,41368,41251,41253,41299,41301,41185,41407,41411,41376,41416,41463,41427,39879,0,0,61,62,59,60,0,,
639.8,41414,41323,41368,41252,41252,41300,41301,41185,41408,41412,41378,41416,41463,41427,39879,0,0,62,63,61,60,0,,
639.9,41413,41322,41367,41251,41253,41300,41300,41185,41406,41411,41378,41416,41463,41427,39879,0,0,62,62,60,59,0,,
640,41415,41322,41368,41252,41252,41300,41300,41185,41407,41411,41377,41417,41464,41428,39879,0,0,61,61,61,60,0,,
640.1,41413,41323,41368,41250,41252,41299,41300,41184,41407,41410,41376,41415,41462,41426,39879,0,0,63,62,61,59,0,,
640.2,41415,41322,41369,41251,41252,41299,41299,41185,41407,41411,41378,41414,41461,41425,39879,0,0,64,61,60,60,0,,
640.3,41413,41323,41368,41252,41252,41298,41299,41185,41407,41411,41377,41415,41462,41426,39879,0,0,61,64,60,60,0,,
640.4,41414,41322,41368,41250,41253,41299,41299,41185,41406,41411,41377,41415,41462,41426,39879,0,0,62,62,59,59,0,,
640.5,41412,41322,41367,41251,41251,41298,41299,41185,41406,41410,41376,41416,41463,41427,39879,0,0,63,63,59,60,0,,
640.6,41413,41323,41368,41250,41252,41299,41299,41183,41406,41409,41376,41416,41463,41427,39879,0,0,61,63,59,58,0,,
640.7,41434,41343,41384,41267,41267,41320,41318,41201,41426,41427,41399,41435,41482,41446,39879,0,0,63,62,59,59,0,,
640.8,41433,41345,41386,41270,41269,41322,41320,41202,41428,41430,41402,41438,41485,41449,39879,0,0,63,62,60,58,0,,
640.9,41436,41346,41387,41271,41270,41324,41321,41202,41430,41430,41403,41438,41485,41449,39879,0,0,62,62,60,59,0,,
641,41436,41346,41388,41269,41270,41324,41321,41202,41431,41432,41404,41438,41485,41449,39879,0,0,62,62,60,60,0,,
641.1,41436,41346,41388,41271,41271,41325,41322,41203,41430,41431,41404,41439,41486,41450,39879,0,0,61,62,60,59,0,,
641.2,41437,41349,41388,41270,41272,41324,41323,41203,41430,41432,41404,41437,41484,41448,39879,0,0,61,61,59,59,0,,
641.3,41437,41348,41390,41271,41271,41324,41323,41204,41431,41431,41404,41438,41485,41449,39879,0,0,62,61,60,58,0,,
641.4,41435,41346,41388,41272,41270,41324,41323,41203,41430,41433,41403,41438,41485,41449,39879,0,0,62,60,58,58,0,,
641.5,41436,41348,41390,41271,41270,41325,41323,41203,41430,41431,41404,41439,41486,41450,39879,0,0,61,63,59,59,0,,
641.6,41436,41347,41390,41272,41270,41325,41322,41204,41432,41432,41405,41438,41485,41449,39879,0,0,62,63,61,60,0,,
641.7,41437,41347,41390,41272,41272,41325,41323,41204,41433,41433,41406,41439,41486,41450,39879,0,0,63,61,60,57,0,,
641.8,41437,41350,41390,41271,41272,41325,41323,41204,41432,41433,41405,41440,41487,41451,39879,0,0,61,62,60,59,0,,
641.9,41437,41348,41390,41271,41271,41326,41324,41205,41432,41433,41405,41438,41485,41449,39879,0,0,63,62,60,58,0,,
642,41437,41348,41391,41273,41272,41326,41324,41204,41432,41433,41406,41440,41487,41451,39879,0,0,61,61,59,59,0,,
642.1,41439,41350,41390,41273,41272,41326,41324,41204,41431,41432,41405,41440,41487,41451,39879,0,0,61,61,59,58,0,,
642.2,41438,41349,41391,41272,41271,41326,41324,41206,41432,41434,41405,41440,41487,41451,39879,0,0,62,62,60,59,0,,
642.3,41437,41349,41391,41273,41271,41327,41326,41206,41433,41434,41406,41439,41486,41450,39879,0,0,61,61,61,58,0,,
642.4,41437,41351,41391,41272,41272,41327,41324,41204,41432,41433,41405,41441,41488,41452,39879,0,0,60,60,58,60,0,,
642.5,41439,41351,41390,41274,41272,41328,41325,41206,41433,41434,41407,41441,41488,41452,39879,0,0,62,61,59,58,0,,
642.6,41437,41350,41391,41274,41272,41327,41324,41205,41432,41434,41406,41440,41487,41451,39879,0,0,61,60,59,58,0,,
642.7,41437,41351,41391,41274,41273,41326,41324,41205,41433,41433,41406,41441,41488,41452,39879,0,0,61,60,57,59,0,,
642.8,41438,41349,41393,41274,41272,41326,41325,41204,41433,41434,41406,41441,41488,41452,39879,0,0,62,63,59,59,0,,
642.9,41439,41349,41391,41273,41272,41326,41325,41205,41434,41435,41406,41441,41488,41452,39879,0,0,63,63,60,60,0,,
643,41439,41350,41391,41273,41273,41328,41325,41206,41433,41435,41407,41442,41489,41453,39879,0,0,61,62,60,58,0,,
643.1,41439,41351,41392,41273,41273,41328,41325,41206,41435,41436,41408,41442,41489,41453,39879,0,0,62,62,60,57,0,,
643.2,41439,41351,41392,41273,41272,41327,41325,41207,41435,41435,41407,41440,41487,41451,39879,0,0,62,62,60,60,0,,
643.3,41439,41350,41392,41275,41273,41329,41326,41207,41434,41435,41408,41442,41489,41453,39879,0,0,61,61,59,58,0,,
643.4,41440,41350,41391,41275,41272,41327,41325,41206,41436,41435,41406,41440,41487,41451,39879,0,0,62,61,59,59,0,,
643.5,41440,41350,41392,41275,41273,41328,41326,41205,41434,41435,41407,41441,41488,41452,39879,0,0,62,63,59,58,0,,
643.6,41439,41350,41392,41274,41273,41329,41326,41206,41435,41435,41406,41441,41488,41452,39879,0,0,62,62,59,59,0,,
643.7,41440,41351,41392,41275,41273,41328,41325,41206,41434,41436,41407,41441,41488,41452,39879,0,0,63,61,60,57,0,,
643.8,41440,41351,41391,41275,41273,41329,41325,41207,41436,41437,41409,41442,41489,41453,39879,0,0,62,62,60,59,0,,
643.9,41440,41350,41392,41274,41273,41330,41327,41207,41435,41436,41408,41441,41488,41452,39879,0,0,61,62,60,58,0,,
644,41439,41351,41393,41274,41274,41328,41326,41208,41435,41435,41408,41443,41490,41454,39879,0,0,60,61,60,59,0,,
644.1,41441,41352,41393,41274,41273,41329,41326,41207,41436,41436,41407,41442,41489,41453,39879,0,0,61,61,60,58,0,,
644.2,41439,41351,41392,41275,41273,41328,41326,41206,41435,41435,41408,41442,41489,41453,39879,0,0,62,62,60,57,0,,
644.3,41439,41352,41392,41274,41274,41329,41326,41208,41435,41436,41409,41442,41489,41453,39879,0,0,62,61,59,59,0,,
644.4,41440,41351,41394,41274,41275,41328,41325,41206,41435,41437,41408,41443,41490,41454,39879,0,0,62,62,59,59,0,,
644.5,41442,41352,41394,41275,41274,41329,41326,41207,41435,41436,41408,41442,41489,41453,39879,0,0,62,62,58,58,0,,
644.6,41441,41352,41393,41275,41274,41329,41326,41206,41434,41435,41410,41444,41491,41455,39879,0,0,61,62,59,57,0,,
644.7,41440,41351,41392,41274,41272,41329,41326,41207,41436,41435,41408,41441,41488,41452,39879,0,0,61,62,60,58,0,,
644.8,41442,41352,41393,41275,41275,41328,41327,41208,41436,41437,41408,41442,41489,41453,39879,0,0,63,63,60,59,0,,
644.9,41440,41352,41393,41275,41274,41329,41327,41207,41435,41437,41409,41444,41491,41455,39879,0,0,62,62,60,58,0,,
645,41440,41352,41394,41276,41274,41330,41327,41208,41436,41437,41409,41443,41490,41454,39879,0,0,61,60,60,59,0,,
645.1,41440,41352,41394,41274,41275,41329,41326,41208,41435,41438,41409,41445,41492,41456,39879,0,0,60,61,59,58,0,,
645.2,41442,41353,41394,41274,41274,41330,41326,41208,41436,41437,41409,41444,41491,41455,39879,0,0,64,63,59,58,0,,
645.3,41441,41352,41393,41275,41273,41329,41326,41208,41436,41437,41408,41441,41488,41452,39879,0,0,62,62,59,59,0,,
645.4,41440,41352,41393,41275,41274,41329,41327,41207,41436,41438,41409,41442,41489,41453,39879,0,0,62,61,58,59,0,,
645.5,41442,41352,41394,41275,41276,41330,41327,41208,41437,41436,41409,41443,41490,41454,39879,0,0,62,63,59,58,0,,
645.6,41441,41352,41394,41276,41275,41329,41327,41208,41435,41436,41409,41443,41490,41454,39879,0,0,61,62,60,59,0,,
645.7,41440,41352,41394,41274,41275,41329,41326,41207,41435,41438,41408,41444,41491,41455,39879,0,0,61,62,59,57,0,,
645.8,41442,41352,41394,41274,41275,41329,41326,41208,41436,41438,41411,41444,41491,41455,39879,0,0,61,61,60,59,0,,
645.9,41441,41353,41393,41275,41275,41330,41328,41209,41437,41438,41411,41445,41492,41456,39879,0,0,62,61,60,60,0,,
646,41425,41334,41380,41261,41261,41310,41311,41194,41420,41423,41390,41427,41474,41438,39879,0,0,63,61,60,59,0,,
646.1,41422,41331,41376,41258,41258,41307,41308,41191,41414,41419,41385,41424,41471,41435,39879,0,0,62,62,59,58,0,,
646.2,41421,41329,41375,41256,41257,41306,41307,41190,41413,41416,41384,41423,41470,41434,39879,0,0,60,61,60,59,0,,
646.3,41420,41330,41374,41256,41257,41306,41306,41191,41414,41416,41383,41422,41469,41433,39879,0,0,63,63,61,60,0,,
646.4,41420,41329,41374,41256,41257,41304,41305,41191,41412,41416,41383,41422,41469,41433,39879,0,0,61,61,60,60,0,,
646.5,41419,41327,41374,41256,41257,41303,41305,41190,41412,41417,41382,41422,41469,41433,39879,0,0,61,63,61,60,0,,
646.6,41419,41328,41372,41255,41256,41304,41304,41189,41411,41414,41380,41419,41466,41430,39879,0,0,62,62,59,59,0,,
646.7,41418,41327,41372,41254,41255,41303,41305,41190,41412,41415,41380,41420,41467,41431,39879,0,0,61,60,60,57,0,,
646.8,41416,41326,41371,41253,41256,41303,41304,41188,41411,41415,41382,41421,41468,41432,39879,0,0,62,61,59,59,0,,
646.9,41418,41326,41372,41254,41255,41303,41304,41189,41411,41415,41382,41420,41467,41431,39879,0,0,62,62,59,57,0,,
647,41417,41326,41372,41254,41254,41304,41305,41189,41411,41414,41380,41419,41466,41430,39879,0,0,61,63,60,60,0,,
647.1,41417,41328,41372,41254,41255,41303,41303,41189,41411,41416,41380,41421,41468,41432,39879,0,0,62,61,59,60,0,,
647.2,41418,41325,41372,41254,41255,41302,41303,41188,41411,41413,41380,41421,41468,41432,39879,0,0,62,62,60,59,0,,
647.3,41417,41327,41372,41253,41254,41302,41301,41187,41410,41415,41379,41420,41467,41431,39879,0,0,61,63,60,59,0,,
647.4,41417,41326,41372,41253,41255,41301,41302,41187,41409,41415,41379,41419,41466,41430,39879,0,0,62,62,60,60,0,,
647.5,41417,41326,41371,41252,41253,41301,41302,41187,41409,41413,41379,41418,41465,41429,39879,0,0,63,61,60,58,0,,
647.6,41416,41325,41371,41252,41254,41301,41302,41187,41408,41414,41378,41417,41464,41428,39879,0,0,62,62,59,58,0,,
647.7,41417,41326,41370,41252,41254,41301,41301,41187,41409,41413,41378,41420,41467,41431,39879,0,0,61,62,58,59,0,,
647.8,41416,41324,41371,41252,41255,41301,41301,41188,41409,41414,41380,41419,41466,41430,39879,0,0,62,62,60,58,0,,
647.9,41416,41325,41370,41252,41253,41301,41301,41187,41409,41412,41378,41418,41465,41429,39879,0,0,62,62,61,60,0,,
648,41417,41325,41370,41252,41253,41302,41303,41187,41408,41413,41377,41417,41464,41428,39879,0,0,61,61,60,59,0,,
648.1,41417,41325,41369,41252,41253,41302,41303,41187,41408,41411,41378,41418,41465,41429,39879,0,0,62,61,59,59,0,,
648.2,41416,41325,41370,41253,41253,41302,41303,41187,41408,41412,41378,41420,41467,41431,39879,0,0,62,63,60,57,0,,
648.3,41416,41324,41369,41252,41253,41301,41302,41186,41409,41413,41378,41417,41464,41428,39879,0,0,63,63,60,60,0,,
648.4,41415,41324,41369,41252,41253,41301,41302,41187,41408,41413,41378,41419,41466,41430,39879,0,0,62,63,60,58,0,,
648.5,41415,41324,41369,41250,41252,41301,41302,41187,41407,41411,41379,41420,41467,41431,39879,0,0,61,61,59,57,0,,
648.6,41415,41324,41369,41251,41254,41302,41302,41186,41407,41412,41378,41416,41463,41427,39879,0,0,62,61,60,58,0,,
648.7,41415,41325,41369,41252,41253,41301,41301,41186,41407,41412,41378,41417,41464,41428,39879,0,0,62,61,60,59,0,,
648.8,41415,41325,41370,41253,41253,41301,41302,41186,41407,41411,41378,41417,41464,41428,39879,0,0,62,60,61,58,0,,
648.9,41415,41324,41369,41253,41254,41300,41301,41186,41407,41411,41377,41416,41463,41427,39879,0,0,62,61,60,59,0,,
649,41415,41323,41369,41251,41253,41300,41301,41186,41406,41412,41378,41417,41464,41428,39879,0,0,61,62,59,59,0,,
649.1,41414,41323,41369,41251,41251,41300,41301,41186,41407,41411,41378,41417,41464,41428,39879,0,0,63,63,61,59,0,,
649.2,41414,41324,41368,41251,41252,41300,41301,41186,41407,41412,41378,41416,41463,41427,39879,0,0,63,63,59,60,0,,
649.3,41414,41322,41369,41250,41252,41299,41300,41185,41407,41410,41379,41417,41464,41428,39879,0,0,61,61,59,58,0,,
649.4,41414,41324,41369,41251,41253,41300,41301,41185,41407,41411,41378,41416,41463,41427,39879,0,0,62,63,60,59,0,,
649.5,41414,41322,41369,41252,41253,41297,41300,41185,41407,41412,41377,41416,41463,41427,39879,0,0,61,62,60,59,0,,
649.6,41414,41323,41369,41251,41253,41299,41299,41185,41406,41412,41377,41416,41463,41427,39879,0,0,62,63,60,60,0,,
